AppID,Name,Discount,Price,Rating,Release,Ends,Started
205650,The Testament of Sherlock Holmes,0.0,7.5,76.51,2012-09,5,-2
377680,Sakura Beach,0.0,5.99,76.46,2015-08,5,-2
430070,Never Again,0.0,4.44,76.44,2019-05,5,-2
313740,Sakura Spirit,0.0,5.99,76.43,2014-07,5,-2
1100930,LEGIONCRAFT,0.0,13.94,76.42,2022-08,7,-7
906100,Observation,0.0,18.49,76.4,2020-05,1,-6
1286340,Daily Wife,0.0,5.09,76.33,2020-08,11,-2
11190,Sherlock Holmes versus Jack the Ripper,0.0,3.7,76.26,2009-12,5,-2
1639990,Dreams of Desire: Definitive Edition,0.0,22.24,76.25,2021-10,5,-2
1048100,Peekaboo,0.0,2.75,76.21,2019-08,11,-3
331690,Crossing Souls,0.0,9.39,76.17,2018-02,1,-6
895400,Deadside,0.0,23.99,76.17,2020-04,12,0
13530,Prince of Persia: The Two Thrones™,0.8,5.99,76.07,2005-12,9,-5
359320,Elite Dangerous,0.7,17.99,76.05,2015-04,5,-6
1097350,Weird West: Definitive Edition,0.75,24.99,76.04,2022-03,1,-6
19980,Prince of Persia®,0.8,5.99,75.95,2008-12,9,-5
1133060,Anarchy: Wolf's law,0.0,11.81,75.95,2023-06,-11,0
418950,DreadOut: Keepers of The Dark,0.0,2.79,75.77,2016-03,2,-8
251230,Livelock,0.85,3.1,75.68,2016-08,5,-9
1529710,Симулятор Прыгания по Гаражам,0.0,1.74,75.66,2022-12,7,-7
1973080,Incubus,0.6,14.31,75.63,2023-07,7,-3
434730,Half Dead,0.0,2.14,75.62,2016-08,5,-2
355130,MotoGP™15,0.0,7.45,75.52,2015-06,5,-2
739650,Drake Hollow,0.0,29.99,75.37,2020-10,4,-6
946090,Hentai Neighbors,0.0,1.74,75.37,2018-10,5,-2
416590,Emily Wants To Play,0.0,4.24,75.36,2015-12,5,-2
805940,RUSSIA BATTLEGROUNDS,0.0,1.74,75.26,2018-07,14,0
1035930,Nyasha,0.0,1.74,75.25,2019-03,7,-7
755500,ONE PIECE World Seeker,0.0,37.48,75.12,2019-03,5,-2
939960,Far Cry® New Dawn,0.0,44.99,75.08,2019-02,9,-5
244910,Homesick,0.0,13.99,75.03,2015-05,5,-2
1583570,СИМУЛЯТОР ОДИНОЧЕСТВА В РУССКОЙ ДЕРЕВНЕ,0.0,2.09,74.99,2021-04,6,-8
257120,Not The Robots,0.0,8.24,74.96,2013-12,5,-9
1415660,TRADER LIFE SIMULATOR,0.0,23.02,74.88,2021-02,5,-2
223220,Giana Sisters: Twisted Dreams,0.0,5.59,74.87,2012-10,5,-2
274250,OlliOlli,0.0,8.39,74.83,2014-07,1,-6
1124660,STORM AREA 51: AYY LMAO EDITION,0.0,1.74,74.81,2019-09,7,-7
668550,8Doors: Arum's Afterlife Adventure,0.0,11.99,74.79,2021-04,8,-6
1220140,Cartel Tycoon,0.0,35.59,74.72,2022-07,5,-2
390710,Acceleration of SUGURI 2,0.0,14.99,74.65,2018-03,5,-6
897820,Reigns: Game of Thrones,0.0,4.55,74.59,2018-10,1,-6
337000,Deus Ex: Mankind Divided,0.0,18.74,74.54,2016-08,5,0
912570,BEAUTIFUL DESOLATION,0.0,14.27,74.54,2020-02,12,-2
269790,DreadOut,0.0,5.59,74.51,2014-05,2,-8
771350,Achievement Clicker 2018,0.0,1.74,74.4,2018-01,5,-2
499660,Medieval Kingdom Wars,0.0,17.99,74.33,2019-01,14,0
1196470,WE ARE FOOTBALL,0.66,22.43,74.33,2021-06,5,-2
1267540,WRC 9 FIA World Rally Championship,0.8,13.99,74.18,2021-09,5,-2
1172940,Cockwork Industries Complete,0.0,7.99,74.18,2019-11,11,-3
498660,Mind Spheres,0.0,1.74,74.1,2016-07,8,-6
1209490,Exit the Gungeon,0.0,13.19,74.1,2020-03,1,-6
896160,Evil Bank Manager,0.0,12.44,74.0,2018-12,5,-2
1367300,Blade Assault,0.8,6.99,73.98,2022-01,8,-6
943140,Sparklite,0.0,38.7,73.95,2019-11,-2,0
277590,Assassin's Creed Freedom Cry,0.0,17.99,73.9,2014-02,4,-3
864680,Rover Mechanic Simulator,0.0,36.71,73.76,2020-11,-2,0
495140,NARUTO: Ultimate Ninja STORM,0.75,19.97,73.59,2017-08,5,-2
1650010,RIDE 5,0.6,119.96,73.55,2023-08,5,-2
803050,Per Aspera,0.0,29.36,73.53,2020-12,12,-2
1020820,KumaKuma Manga Editor,0.0,4.09,73.51,2019-02,2,-12
303800,The Witcher Adventure Game,0.0,4.49,73.49,2014-11,4,-6
400180,Okhlos: Omega,0.0,8.39,73.46,2016-08,1,-9
253330,Neverending Nightmares,0.0,6.99,73.43,2014-09,5,-2
665360,Comedy Night,0.0,8.49,73.41,2017-08,5,-2
246760,Legends of Eisenwald,0.0,11.09,73.38,2015-07,5,-2
1065310,Evil West,0.65,62.96,73.3,2022-11,11,-3
1602080,Soulstice,0.0,30.19,73.28,2022-09,5,-2
914690,Hentai Shooter 3D,0.0,1.74,73.21,2018-09,14,0
718590,Dark Devotion,0.0,17.99,73.13,2019-04,5,-2
407980,Sakura Beach 2,0.0,5.99,72.99,2015-11,5,-2
299950,GET EVEN,0.85,8.39,72.92,2017-06,5,-2
234940,The 39 Steps,0.0,1.74,72.92,2013-04,5,-2
1598730,Shanhe,0.6,5.79,72.87,2023-07,7,-7
965310,The Settlers® : Rise of an Empire - History Edition,0.6,14.39,72.83,2019-01,9,-5
1608700,Soundfall,0.0,14.49,72.66,2022-05,5,-2
787400,Fantasy Versus,0.0,7.99,72.66,2018-05,5,-2
617830,SUPERHOT VR,0.0,23.99,72.59,2017-05,14,0
945710,DreadOut 2,0.0,18.99,72.52,2020-02,2,-8
297020,The Culling Of The Cows,0.0,2.37,72.43,2014-05,5,-2
403940,Dungelot: Shattered Lands,0.0,8.24,72.42,2016-02,5,-9
714080,BLACK CLOVER: QUARTET KNIGHTS,0.0,29.98,72.37,2018-09,5,-2
329830,The Moon Sliver,0.0,2.14,72.36,2014-10,5,-2
274310,Always Sometimes Monsters,0.0,3.29,72.29,2014-05,5,-2
629840,Caligo,0.0,1.74,71.81,2017-09,5,-2
750130,The Sinking City,0.0,37.25,71.8,2021-02,5,-2
23450,Grand Ages: Rome,0.0,19.5,71.7,2009-03,5,-2
680380,Night Call,0.0,9.39,71.56,2019-07,12,-2
286810,Hard Truck Apocalypse: Rise Of Clans / Ex Machina: Meridian 113,0.0,5.12,71.53,2006-12,5,-2
1152090,Elmarion: Dragon time,0.0,14.49,71.53,2020-03,6,-8
394870,Office Battle,0.0,1.74,71.52,2015-12,5,-9
568930,The Land of Pain,0.0,9.62,71.51,2017-09,3,-11
315210,Suicide Squad: Kill the Justice League,0.6,111.99,71.42,2024-02,12,-2
1070860,Serin Fate,0.7,11.39,71.19,2021-08,5,-2
245170,Skullgirls 2nd Encore,0.0,9.49,71.07,2013-08,5,-2
1004750,WRC 8 FIA World Rally Championship,0.9,6.99,71.04,2020-09,5,-2
416210,Block'hood,0.0,15.5,71.04,2017-05,1,-6
296910,8BitBoy™,0.0,1.88,71.02,2014-05,5,-2
886900,Chef: A Restaurant Tycoon Game,0.75,9.49,70.96,2020-08,5,-2
298480,Victory At Sea,0.85,6.89,70.93,2014-08,7,-7
1374840,Dark Deity,0.0,18.49,70.91,2021-06,14,0
1101360,Rock of Ages 3: Make & Break,0.0,8.69,70.88,2020-07,5,-2
566190,The Search,0.0,4.13,70.86,2017-04,10,-4
473690,Absolver,0.0,17.79,70.77,2017-08,1,-6
24670,Trainz™ Simulator 12,0.0,6.59,70.68,2011-06,5,-2
1016790,West of Dead,0.0,11.99,70.6,2020-06,12,-2
551860,Abandon Ship,0.0,22.19,70.6,2019-10,5,-2
202750,Alan Wake's American Nightmare,0.0,11.87,70.58,2012-05,5,-2
1215260,Efflorescence of Lust,0.0,4.29,70.57,2020-02,14,0
266310,GameGuru Classic,0.0,14.99,70.54,2015-05,5,-2
488730,God's Trigger,0.8,5.79,70.53,2019-04,2,-12
209630,Magrunner: Dark Pulse,0.0,7.5,70.34,2013-06,5,-2
1505620,Waifu Secret,0.0,1.75,70.26,2021-02,12,-2
335190,200% Mixed Juice!,0.0,11.75,70.16,2015-10,5,-6
585020,Big Bia,0.5,14.49,70.15,2022-06,7,-7
461730,Blaite,0.0,1.74,70.01,2017-01,7,-7
436500,Diaries of a Spaceport Janitor,0.0,16.49,69.91,2016-09,5,-2
748370,STAND OUT VR : VR Battle Royale,0.0,23.74,69.85,2019-05,14,0
11140,Sherlock Holmes: The Awakened (2008),0.0,3.7,69.72,2008-09,5,-2
289600,Marauder,0.0,8.24,69.49,2009-09,5,-2
365590,Tom Clancy’s The Division™,0.0,13.49,69.33,2016-03,9,-5
410430,Morphine,0.0,3.14,69.32,2015-10,14,0
1462810,WRC 10 FIA World Rally Championship,0.75,27.49,69.16,2021-09,5,-2
575510,Sakura Agent,0.0,5.99,69.11,2017-01,5,-2
1007350,Mirror Maker,0.0,2.79,68.99,2019-01,2,-12
274290,Gods Will Be Watching,0.0,6.59,68.95,2014-07,1,-13
896440,Eternal Edge +,0.9,2.89,68.75,2022-05,8,-6
2221920,Immortals Fenyx Rising,0.0,28.49,68.62,2022-12,4,-3
11040,Sherlock Holmes - Nemesis,0.0,3.7,68.54,2008-04,5,-2
699670,Feudal Alloy,0.9,3.29,68.49,2019-01,9,-5
1370050,Trek to Yomi,0.6,23.99,68.46,2022-05,1,-6
2208920,Assassin's Creed Valhalla,0.8,39.99,68.27,2022-12,4,-7
108700,Death Rally,0.0,5.99,68.19,2012-08,5,-2
343360,Particula,0.0,1.74,67.94,2015-02,8,-6
441380,PAC-MAN™ CHAMPIONSHIP EDITION 2,0.8,9.98,67.9,2016-09,6,-1
274230,RONIN,0.0,8.39,67.8,2015-06,1,-6
526160,The Wild Eight,0.85,11.99,67.66,2019-10,14,0
1078760,Motorcycle Mechanic Simulator 2021,0.0,20.99,67.53,2021-11,14,0
679110,Werewolf: The Apocalypse - Earthblood,0.9,6.99,67.46,2022-02,5,-2
395160,Toby: The Secret Mine,0.9,1.99,67.39,2015-10,9,-5
1163550,Captain Tsubasa: Rise of New Champions,0.0,34.48,67.29,2020-09,5,-2
458770,WRC 6 FIA World Rally Championship,0.9,2.89,67.19,2016-10,5,-2
575950,Blood Feed,0.0,1.74,67.02,2017-07,5,-2
606500,HellSign,0.0,12.91,66.97,2021-02,5,-2
485450,Ninja Stealth,0.0,1.74,66.94,2016-06,6,-8
1496790,Gotham Knights,0.0,59.8,66.81,2022-10,12,-2
1124300,HUMANKIND™,0.0,39.75,66.57,2021-08,1,-6
1953520,WRC Generations – The FIA WRC Official Game,0.65,26.42,66.44,2022-11,5,-2
302060,Trucks & Trailers,0.0,3.21,65.93,2011-06,8,-6
503820,A Detective's Novel,0.0,2.16,65.92,2016-07,13,-1
671510,DESOLATE,0.75,11.74,65.84,2019-01,14,0
1286880,Ship Graveyard Simulator,0.0,46.51,65.79,2021-11,-2,0
395570,We Are The Dwarves,0.0,17.26,65.5,2016-02,-3,0
439340,Tavern Tycoon - Dragon's Hangover,0.0,13.44,65.45,2019-03,5,-2
521340,True or False,0.0,4.42,65.38,2016-09,-2,0
502820,Batman™: Arkham VR,0.0,22.49,65.3,2017-04,12,-2
865610,Tails Noir,0.0,14.79,65.29,2021-06,12,-2
610380,Ratty Catty,0.0,14.09,65.26,2017-07,14,0
946720,To The Rescue!,0.0,14.99,65.23,2021-11,14,0
380750,Anima: Gate of Memories,0.0,13.29,64.92,2016-06,-7,0
877360,18+,0.0,1.74,64.8,2018-07,12,-2
445310,Might and Magic: Heroes VII – Trial by Fire,0.0,22.49,64.09,2016-08,9,-5
662960,Mysteria ~Occult Shadows~,0.0,8.39,64.04,2020-09,2,-12
871990,BattleRush 2,0.9,2.89,63.91,2018-10,14,0
1544020,The Callisto Protocol™,0.7,48.6,63.65,2022-12,5,-2
904380,Vambrace: Cold Soul,0.0,11.09,63.51,2019-05,12,-2
1202650,Gift Girl,0.0,2.79,63.28,2020-03,11,-3
449220,A grande bagunça espacial - The big space mess,0.0,1.74,62.86,2016-04,5,-2
1263070,Blightbound,0.0,23.99,62.84,2021-07,1,-6
305940,Project AURA,0.0,7.24,62.26,2018-04,4,-10
1342790,GangV | VR & PC Battle Royale,0.0,14.49,61.81,2021-04,14,0
619780,The Swords of Ditto: Mormo's Curse,0.0,9.39,61.55,2018-04,1,-6
1203930,The Last Haven,0.5,18.99,61.28,2023-02,14,0
1172050,COCKHEAD,0.0,5.79,60.85,2020-09,14,0
271860,Super Killer Hornet: Resurrection,0.0,2.62,60.78,2014-02,5,-2
229520,Dungeon Hearts,0.0,3.46,60.75,2013-03,1,-6
1531720,Need for Drive - Open World Multiplayer Racing,0.0,1.74,60.41,2021-02,14,0
526790,Monsti,0.0,1.74,60.39,2016-09,7,-7
248470,Doorways: Prelude,0.0,6.59,60.34,2013-09,5,-2
293180,Overcast - Walden and the Werewolf,0.0,1.74,60.11,2014-04,8,-6
1787820,Mirror Party,0.7,2.09,60.11,2021-12,2,-12
